screen_name,text
mike_pence,"RT @GovPenceIN: As we gather here at @IMS today, we pause to thank our Hoosier veterans and service members #Indy500 https://t.co/3CxbCwjUje"
GOP,ICYMI: 76 debate watch parties organized in Hispanic communities across the country! http://t.co/yNft1MbpzC http://t.co/PmEHed7uAr
timkaine,RT @NatUrbanLeague: We need to look injustice square in the face and fight it. -@timkaine #SaveOurCities
HillaryClinton,"Our Commander-in-Chief shouldn’t insult and deride our generals, retired or otherwise.

That really should go without saying."
TheDemocrats,"""We are all proud Americans, and the promise of America is big enough for all of us."" - @HillaryClinton https://t.co/j1SEZKjyNi"
HillaryClinton,"Four gold medals and counting: Today, @SerenaWilliams hits the court in Rio to add to her collection. https://t.co/iOMV0FH38S"
realDonaldTrump,"Thank you Kentucky! #Trump2016
#SuperSaturday"
TheDemocrats,Are you ready for the #SOTU? Join us on Tuesday at 9 pm ET: https://t.co/wWP7V2LjWO https://t.co/GGdNLntOWZ
GOP,RT @RNCResearch: #BidenRules #2 https://t.co/0parMGguUr
mike_pence,RT @GovPenceIN: Bipartisan work is being done to ensure teacher compensation and bonuses won’t be affected by the latest ISTEP+ scores @WOW…
TheDemocrats,"""We have to decide whether we will all work together so we can all rise together."" -Hillary Clinton #DemsInPhilly https://t.co/TmZpx9bsTW"
realDonaldTrump,"""@melindaross123: @FoxNews @realDonaldTrump There isn't anything Donald Trump says that I don't agree with. Go Trump!"""
TheDemocrats,Just two days to go until the next Democratic debate! Tune in Saturday at 9 PM on @CBSNews. https://t.co/MVO6HD0gRG
HillaryClinton,"""It is ridiculous that there has never been a female president before.""
https://t.co/CMHJiprlgt"
GOP,More cracks in the ‘firewall?’ The Clinton campaign is already trying to lower expectations in NV. https://t.co/jp7Cph09B4
GOP,Are you in to #StopHillary? http://t.co/sfVPI0nPL2 Take the survey &amp; Tell us why! http://t.co/zEclOZmwoM
realDonaldTrump,"While Bernie has totally given up on his fight for the people, we welcome all voters who want a better future for our workers."
TheDemocrats,Sunday #inspiration from our next Vice President. https://t.co/gGNF4ujuOF
TheDemocrats,#WeAreDemocrats and we're ready to elect the 45th President of the United States http://t.co/15E0GQvURC #DemDebate http://t.co/juEAWwlNuz
realDonaldTrump,"I have a judge in the Trump University civil case, Gonzalo Curiel (San Diego), who is very unfair. An Obama pick. Totally biased-hates Trump"
mike_pence,Stay tuned for live tweets of the @indgop Spring Dinner addresses.
TheDemocrats,Man of the people. https://t.co/HOABfhTRdv
timkaine,Chatted w/some bright seniors from @StrasburgHS this morning on Skype! Covered a lot of great topics @ShenCoVASchools http://t.co/SIpoJrom5q
realDonaldTrump,I will be interviewed on @Morning_Joe at 6:15 A.M. Enjoy!
realDonaldTrump,So great to have the endorsement and support of Paul Ryan. We will both be working very hard to Make America Great Again!
HillaryClinton,"""I have come here to make it as clear as possible as to why I am endorsing Hillary Clinton."" —@BernieSanders in New Hampshire"
HillaryClinton,RT @lorellapraeli: .@thedream_us continues to build ladders of opportunity by providing scholarships to DREAMers--a huge milestone: https:/…
realDonaldTrump,Leaving now for a one night trip to Scotland in order to be at the Grand Opening of my great Turnberry Resort. Will be back on Sat. night!
realDonaldTrump,Thank you so much. Earnest must have been a great person. https://t.co/2DZp7YOadj https://t.co/2YtLlEwceB
realDonaldTrump,Thank you to teachers across America! When I become POTUS we will make education a far more important component of our life than it is now.
TheDemocrats,RT if you agree with President Obama. 🇺🇸 https://t.co/sVHZa1Ixhg
timkaine,Honored to speak at @HRC's 15th Annual Leadership Summit this morning about #equalrights &amp; fighting discrimination #CelebrateHRC
GOP,"As Hillary Clinton takes in cash with Mr. Marijuana, her inconsistent position on legalization is in the spotlight: http://t.co/GZM3AGZV7m"
GOP,FALSE ✓ https://t.co/OWxQadaf8I
timkaine,"As @POTUS said at his first #MosqueVisit, our founding fathers - like Thomas Jefferson -made religious freedom the foundation of our nation"
TheDemocrats,Democrats are fighting so disenfranchised citizens can make their voices heard once again: https://t.co/tebRqoX34F https://t.co/XWqJNCudtY
GOP,Everything you need to know about the #Hoosier State's primary: https://t.co/b4ePwMxglY #INPrimary https://t.co/zMK0G5Jk6P
timkaine,"Take a few minutes to check out http://t.co/OvzGEc9DzF, http://t.co/WJs5bmRthU, or call 1-800-318-2596 to learn about ways to #GetCovered"
timkaine,Emocionado por hablar con @lorimontenegro a las 7am antes del discurso del #PapaFrancisco al Congreso – sintonízate a @telemundonews!
timkaine,Sintoniza ahora @selecta1320  para escuchar nuestra discusion sobre la crisis de los ninos en la frontera: http://t.co/puANugp1qp
GOP,Together we can do better. http://t.co/dNPGZjcJ48 Retweet &amp; Tell us where to start. http://t.co/d7z0cgZFqN
HillaryClinton,We have the most productive workers in the world. We just need to give our people a chance to succeed: https://t.co/AONn3gbach
mike_pence,"RT @GovPenceIN: I am proud to announce today the creation of the Governor's Task Force on Drug Enforcement, Treatment, and Prevention"
mike_pence,"RT @Indiana2016: On April 4, 1968, Robert F. Kennedy gave his famous speech for peace. You can watch it here: https://t.co/K1WBts7hSt https…"
GOP,"Clinton has “watched a sickening, slow-motion sequel” as her poll numbers have cratered in IA. https://t.co/M3PqFIgnoQ"
HillaryClinton,"Estas son las promesas de Trump. Así podría ser su presidencia….
https://t.co/EXZ6inYiLT"
HillaryClinton,"""If your concern is who's going to look out for working families...the other side's got nothing to offer you."" —@POTUS"
realDonaldTrump,Good morning America! Thank you for all of your support in the latest Drudge poll! https://t.co/XDnixWnqwb https://t.co/yUTtLnALxy
mike_pence,RT @GovPenceIN: Walking around with @FirstLadyIN to meet with fellow participants of today's @500Festival Parade! https://t.co/QRYQcoIZ9n
timkaine,What a week! Excited to celebrate with @vademocrats and @hillaryclinton at tonight's Jefferson-Jackson Dinner in Fairfax
TheDemocrats,Our fight has just begun. RT if you're ready to elect Hillary Clinton as the next President of the United States. https://t.co/PKltrgrMZh
GOP,"""@realDonaldTrump has got your back."" --@williebosshog #RNCinCLE"
mike_pence,RT @GovPenceIN: Proud to ceremonially sign HEA 1456 &amp; SEA 298 at the @122fighterwing this afternoon in Ft Wayne http://t.co/fCrpQ68ISR
TheDemocrats,"RT @WhiteHouse: At 12:30pm ET, watch @POTUS deliver a statement on the economy → https://t.co/oAm205Zui1 https://t.co/4a2kzvuCQu"
HillaryClinton,"""The right to vote is still the most powerful nonviolent tool of transformation we have."" —@RepJohnLewis https://t.co/l0cGUBNlOK"
TheDemocrats,"RT @DNCWomen: Donald Trump is a 
✅ misogynist 
✅ racist
✅ bigot
And we're not voting for him. RT if you aren't either. https://t.co/b8v4VvB…"
GOP,"Under Pres Obama, Americans’ confidence in the fed govt to protect them from terrorism has plummeted to new lows. https://t.co/bcDMUUio5L"
realDonaldTrump,"#ThrowbackThursday #Trump2016
https://t.co/gFtspBViXe"
TheDemocrats,"Trump's nuanced plan for combatting the very complicated topic of ISIS: ""Bomb the sh*t out of them."" #BetterThanThis https://t.co/WJhOVQnv70"
TheDemocrats,EXCLUSIVE: We've located Donald Trump's tax returns → https://t.co/t5FsSgZHQg
mike_pence,RT @GovPenceIN: Appreciated hearing from local farmers &amp; seeing first-hand the extent of the damage crops have sustained this June http://t…
realDonaldTrump,Over 50 women were interviewed by the @nytimes yet they only wrote about 6. That’s because there were so many positive statements.
HillaryClinton,"Let's make sure @realDonaldTrump never has the chance to bankrupt America the way he bankrupted his businesses.
https://t.co/BNSO5xAPJE"
mike_pence,Getting ready for #BlastOnTheBridge2016 in Fishers! 🎉 https://t.co/UbwRMmghfr
timkaine,#HappyBirthdayYourMajesty! #TBT to Queen Elizabeth II's Virginia visit for the 400th birthday of Jamestown https://t.co/8uR8wg6evW
TheDemocrats,RT if you'll be watching his last #SOTU tomorrow night! (RSVP here: https://t.co/c07e92jl52) https://t.co/ZtBk92FOre
realDonaldTrump,"Join me Monday in Columbus, Ohio &amp; Harrisburg, Pennsylvania! #MAGA

3pm in OH: https://t.co/DDg0AUsqRq

7pm in PA: https://t.co/VmSLBvL43l"
timkaine,".@NWS has issued a severe thunderstorm warning for Southeast Virginia, including Chesapeake, Norfolk, and VA Beach. Stay safe, everyone!"
TheDemocrats,Slamming doors on immigrants is the opposite of who we are as a nation: https://t.co/frSpoQk8Bg https://t.co/O9E8M00qdc
HillaryClinton,We have an obligation to protect an open internet and defend net neutrality: https://t.co/6CJVBl9j7e
mike_pence,"Join me in Zionsville, Indiana today for a rally! https://t.co/iAD7hIH1Dn"
mike_pence,"RT @GovPenceIN: From the moment our admin learned of this announcement, @WorkOneWorks reached out to employees to offer job-seeking, traini…"
timkaine,.@smashingwalnuts Thank you for your hard work to raise awareness on this issue. I'll continue to do all that I can.
TheDemocrats,"Hillary Clinton to working moms: ""I’ll never stop fighting for you."" https://t.co/nW0cAlGJDe https://t.co/TRkJ5Y9Ed9"
TheDemocrats,This should not happen. Common-sense reforms can reduce gun violence in America. #DemDebate https://t.co/bHiP6CDTob
realDonaldTrump,"""@keksec__org: @realDonaldTrump Your policies will make this state and country great again! #MakeAmericaGreatAgain https://t.co/SWxV3YCbqb"""
timkaine,It's #NationalDonutDay! No surprise to me that Richmond's @rvadonuts was named one of the country's best http://t.co/zqk3PFIvRE
realDonaldTrump,"Thank you Georgia! #AmericaFirst
#MakeAmericaGreatAgain 
https://t.co/3KWOl2ibaW https://t.co/y01qpON7h7"
GOP,"RT @edatpost: As Warren speaks, Sanders supporters chant loudly from the rafters."
TheDemocrats,RT @MoDemParty: When @tedcruz says any of the #GOPDebate candidates would be better than @BernieSanders or @HillaryClinton... https://t.co/…
realDonaldTrump,"Crooked Hillary Clinton was not at all loyal to the person in her rigged system that pushed her over the top, DWS. Too bad Bernie flamed out"
TheDemocrats,"RT @POTUS: This Memorial Day, I hope you'll join me in acts of remembrance. The debt we owe our fallen heroes is one we can never truly rep…"
mike_pence,"RT @GovPenceIN: Pleased to sign HEA 1267 to allow our ""farm to fork"" industry to continue to grow w/ food safety framework in place https:/…"
HillaryClinton,The last thing we need is a president who brings more name-calling and temper tantrums to Washington.
realDonaldTrump,Look forward to introducing Governor Mike Pence (who has done a spectacular job in the great State of Indiana). My first choice from start!
timkaine,Watch this summary of yesterday's bipartisan forum on sea level rise in Norfolk https://t.co/nl97jpZmVk
TheDemocrats,"Today, hundreds of concerned Texans are embarking on a 3 day pilgrimage to the Governor's Mansion to show that we support #DACA &amp; #DAPA. -JG"
timkaine,"""I can't promise we'll win every fight on our first try. But...I'll never stop fighting for you.” —Hillary https://t.co/SIsnoNpjSK"
HillaryClinton,"RT @PaulBegala: Before @ClintinFdn, 200K people with HIV AIDS in poor countries got lifesaving anti-retroviral meds. Because of @ClintonFdn…"
mike_pence,"We have tremendous momentum right now, &amp; can’t let up for a moment. Join us tomorrow for our rally in Leetonia, OH! https://t.co/qcGhEaVLrB"
GOP,Congrats to the @cavs! This team is just the first winner Cleveland will produce this summer!
timkaine,RT @CarolDWoodward: Chippokes @VAStateParks along the James River #FindYourPark #VAisforNPSLovers #NPS100 @timkaine https://t.co/1Vp8XZ6KR8
mike_pence,Score Another For Indy Tech Sector @IIB https://t.co/8voIPzus5D
timkaine,Hosting a #CitizenDay in Norfolk this AM. Joining @chesapeakebay foundation to help with oyster restoration on the Lafayette River
mike_pence,There's a word that comes to mind when you think of @HillaryClinton deleting nearly 18k emails-'obstruction'
timkaine,"70 yrs ago today, 6 servicemembers raised US flag over Japanese island of Iwo Jima. Proud to have the memorial in VA http://t.co/HhQgVKtjpb"
GOP,Most transparent admin ever: State Dept is burying its latest court-ordered release of Clinton emails on NYE. https://t.co/IXvrHg7VIy
TheDemocrats,Trump is actively engaging in the type of Washington quid pro quo Americans are sick of: https://t.co/Ixxql6aYDw https://t.co/qpJbHfCwMu
timkaine,Honored to participate in the wreath-laying ceremony for the 239th birthday of the @USMC in Arlington. Semper Fi! http://t.co/N2uAlOpplT
mike_pence,"RT @GovPenceIN: Happy New Year’s Eve, Indiana! As you ring in 2016 with friends and family, have a safe celebration"
TheDemocrats,"America is a beacon of hope for the world, and no terrorist can change that. https://t.co/jHQHDEGmhI"
TheDemocrats,RT @iowademocrats: RT if you are excited for the first #DemDebate tonight! http://t.co/5KuEyPvmmz
realDonaldTrump,"THANK YOU- Clemson, South Carolina! #MakeAmericaGreatAgain #SCPrimary https://t.co/FgACmaFxxc"
GOP,A total of 155 delegates are at stake today. https://t.co/Cj2ib2P3co
mike_pence,RT @GovPenceIN: All in good fun Gov @onetoughnerd. Thx for bearing w/me. http://t.co/hgTcbwpHdS @bearindiana
GOP,At least 3 emails belonging to Hillary Clinton related to the set up of her secret server were never turned over https://t.co/EuPbyOglVt
timkaine,You can catch the full interview tonight on @NewsChannel8 at 8:30pm and 11:30pm
mike_pence,"Thanks for a great turnout tonight in Mesa, Arizona! #MAGA https://t.co/zVFAYWZCDc"
GOP,"Sources say Biden has Obama's ""blessing"" to challenge Hillary for nomination. http://t.co/i9XSu3NBXv"
HillaryClinton,RT @dominiclowell: So proud of the many students taking part in the @GLSEN #DayofSilence today and fighting to end anti-LGBT bullying and h…
